n_group,n_ko,group_outcome_accuracy,group_exact_accuracy,group_rps,group_brier,group_logloss,baseline_rps,baseline_logloss,rps_skill_vs_baseline,ko_winner_accuracy,ko_advance_brier,ko_advance_logloss,ko_coinflip_brier,ko_coinflip_logloss,all90_outcome_accuracy,all90_rps,all90_baseline_rps,goal_mae,goal_rmse
72,32,0.653,0.111,0.1603,0.5233,0.8765,0.2073,1.0261,0.227,0.844,0.1522,0.4768,0.25,0.6931,0.654,0.1598,0.2157,0.928,1.255
